id,id_client,id_product,qtd,total,sale_date,usd_price_vigente,taxa_brl,custo_brl,lucro,margem_pct,ano,mes,ano_mes
8180,43,55,10,1099872.0,2023-10-12,23326.09,5.0496,1177874.24,-78002.24,-7.09,2023,10,2023-10
8191,25,126,11,29448.0,2024-03-09,467.05,4.9751,25559.83,3888.17,13.2,2024,3,2024-03
8211,14,67,3,257367.0,2023-01-01,16720.73,5.3436,268046.68,-10679.68,-4.15,2023,1,2023-01
8212,29,47,11,67353.0,2024-06-25,1496.29,5.429,89356.94,-22003.94,-32.67,2024,6,2024-06
8237,49,74,10,822306.7,2024-11-22,17160.36,5.8124,997428.76,-175122.06,-21.3,2024,11,2024-11
8246,38,90,5,375712.65,2024-03-13,16081.27,4.9803,400447.74,-24735.09,-6.58,2024,3,2024-03
8254,8,119,15,48837.0,2023-08-09,669.88,4.9015,49251.25,-414.25,-0.85,2023,8,2023-08
8300,48,65,10,242798.15,2024-01-04,5225.24,4.9188,257019.11,-14220.96,-5.86,2024,1,2024-01
8339,15,43,6,210581.0,2023-07-24,6219.32,4.7457,177090.16,33490.84,15.9,2023,7,2023-07
8345,22,147,7,21211.0,2024-12-18,592.19,6.1624,25545.18,-4334.18,-20.43,2024,12,2024-12
8347,37,41,3,31800.0,2023-10-13,2005.71,5.0625,30461.72,1338.28,4.21,2023,10,2023-10
8353,14,121,10,36943.0,2024-11-12,677.66,5.7694,39096.92,-2153.92,-5.83,2024,11,2024-11
8367,8,44,3,30799.95,2023-03-29,1963.02,5.1493,30324.54,475.41,1.54,2023,3,2023-03
8421,42,35,3,31366.15,2024-03-10,2106.85,4.9751,31445.37,-79.22,-0.25,2024,3,2024-03
8442,37,65,5,127788.0,2023-06-02,5008.66,4.9558,124109.59,3678.41,2.88,2023,6,2023-06
8454,34,38,9,238150.0,2024-08-25,4851.61,5.5263,241303.07,-3153.07,-1.32,2024,8,2024-08
8474,16,98,5,376965.7,2024-04-30,15850.04,5.1718,409866.18,-32900.48,-8.73,2024,4,2024-04
8501,42,14,13,442266.8,2024-02-29,6767.66,4.9833,438428.64,3838.16,0.87,2024,2,2024-02
8575,32,57,2,237581.0,2024-07-20,23810.02,5.5543,264495.99,-26914.99,-11.33,2024,7,2024-07
8577,36,132,5,7424.25,2024-07-31,314.46,5.6621,8902.52,-1478.27,-19.91,2024,7,2024-07
8607,44,57,13,1467063.15,2024-12-19,20486.78,6.1841,1646999.85,-179936.7,-12.27,2024,12,2024-12
8611,37,5,7,165683.0,2023-04-25,4920.79,5.0613,174339.16,-8656.16,-5.22,2023,4,2023-04
8636,13,19,6,98594.0,2023-07-14,3163.35,4.7957,91022.87,7571.13,7.68,2023,7,2023-07
8655,15,105,2,619.0,2023-05-18,62.64,4.9647,621.98,-2.98,-0.48,2023,5,2023-05
8687,42,116,13,33482.0,2023-06-18,502.24,4.8286,31526.51,1955.49,5.84,2023,6,2023-06
8729,5,76,7,985518.6,2024-01-05,27945.06,4.8899,956539.84,28978.76,2.94,2024,1,2024-01
8758,24,84,3,123758.4,2024-10-16,8456.45,5.6749,143968.52,-20210.12,-16.33,2024,10,2024-10
8768,19,130,15,62161.0,2024-04-22,826.87,5.2043,64549.19,-2388.19,-3.84,2024,4,2024-04
8790,12,64,14,1561078.0,2024-07-27,21352.22,5.6465,1687914.34,-126836.34,-8.12,2024,7,2024-07
8793,27,10,13,395608.5,2024-08-29,6547.91,5.6358,479735.25,-84126.75,-21.27,2024,8,2024-08
8794,32,97,4,541340.0,2023-09-13,25607.88,4.9171,503666.03,37673.97,6.96,2023,9,2023-09
8800,9,127,15,22078.0,2023-09-12,296.24,4.9505,21998.04,79.96,0.36,2023,9,2023-09
8813,7,131,11,10599.0,2023-02-27,185.47,5.196,10600.72,-1.72,-0.02,2023,2,2023-02
8826,35,46,8,37876.5,2023-11-04,1000.64,4.891,39153.04,-1276.54,-3.37,2023,11,2023-11
8836,46,42,15,85398.35,2023-07-21,1263.57,4.7732,90469.08,-5070.73,-5.94,2023,7,2023-07
8853,14,2,13,181976.0,2023-11-15,2829.74,4.8682,179084.62,2891.38,1.59,2023,11,2023-11
8861,10,76,13,1926577.0,2023-04-12,27945.06,4.9496,1798119.3,128457.7,6.67,2023,4,2023-04
8874,33,30,10,322479.0,2024-02-27,6558.44,4.9575,325134.66,-2655.66,-0.82,2024,2,2024-02
8912,37,29,1,36510.0,2024-03-27,7689.63,4.9856,38337.42,-1827.42,-5.01,2024,3,2024-03
8920,28,81,8,977188.0,2024-10-21,23685.5,5.7068,1081347.29,-104159.29,-10.66,2024,10,2024-10
8926,28,13,1,7359.65,2024-03-19,1356.5,5.0352,6830.25,529.4,7.19,2024,3,2024-03
8965,12,104,6,21164.1,2024-05-13,742.54,5.1412,22905.28,-1741.18,-8.23,2024,5,2024-05
8997,47,137,1,3215.75,2024-10-26,673.98,5.6969,3839.6,-623.85,-19.4,2024,10,2024-10
9027,2,7,6,111257.35,2024-03-07,3678.62,4.9364,108954.84,2302.51,2.07,2024,3,2024-03
9052,7,36,3,67804.0,2024-02-08,4476.41,4.9804,66882.94,921.06,1.36,2024,2,2024-02
9076,48,118,15,61490.65,2023-01-20,797.41,5.1986,62181.23,-690.58,-1.12,2023,1,2023-01
9083,7,128,2,9301.0,2023-07-18,853.09,4.804,8196.49,1104.51,11.88,2023,7,2023-07
9085,26,104,10,37130.0,2023-04-21,742.54,5.0497,37496.04,-366.04,-0.99,2023,4,2023-04
9101,24,2,7,93087.65,2024-10-21,2829.74,5.7068,113041.32,-19953.67,-21.44,2024,10,2024-10
9125,14,2,15,199473.4,2023-10-17,2829.74,5.0384,213860.43,-14387.03,-7.21,2023,10,2023-10
9149,18,115,10,8306.0,2024-07-09,167.9,5.4387,9131.58,-825.58,-9.94,2024,7,2024-07
9153,3,23,3,33536.0,2023-10-31,2108.74,5.0575,31994.86,1541.14,4.6,2023,10,2023-10
9188,47,64,13,1377093.4,2024-08-07,21352.22,5.6093,1557023.1,-179929.7,-13.07,2024,8,2024-08
9196,12,32,2,25005.0,2024-03-27,2562.61,4.9856,25552.3,-547.3,-2.19,2024,3,2024-03
9197,48,35,9,94097.5,2023-06-03,2106.85,4.9558,93970.15,127.35,0.14,2023,6,2023-06
9198,10,133,5,8990.8,2024-09-07,381.67,5.5702,10629.89,-1639.09,-18.23,2024,9,2024-09
9206,15,11,6,217391.0,2023-09-29,7246.24,5.0076,217717.63,-326.63,-0.15,2023,9,2023-09
9237,46,18,6,159435.0,2023-01-26,4834.43,5.0951,147791.43,11643.57,7.3,2023,1,2023-01
9241,17,9,14,555877.0,2024-06-08,7544.56,5.2802,557715.0,-1838.0,-0.33,2024,6,2024-06
9243,17,41,8,84800.0,2023-09-13,2005.71,4.9171,78898.21,5901.79,6.96,2023,9,2023-09
9259,41,138,10,39738.5,2024-12-02,836.88,6.0634,50743.38,-11004.88,-27.69,2024,12,2024-12
9260,10,136,4,7894.0,2024-04-13,390.62,5.1364,8025.52,-131.52,-1.67,2024,4,2024-04
9270,28,131,12,11563.0,2023-10-31,196.2,5.0575,11907.38,-344.38,-2.98,2023,10,2023-10
9277,15,81,9,1044369.2,2023-02-05,23345.09,5.103,1072169.95,-27800.75,-2.66,2023,2,2023-02
9352,37,145,12,49588.1,2024-04-06,875.03,5.052,53047.82,-3459.72,-6.98,2024,4,2024-04
9356,21,49,7,88207.5,2024-10-04,2352.61,5.4686,90058.38,-1850.88,-2.1,2024,10,2024-10
9372,7,33,2,13432.0,2024-01-04,1268.8,4.9188,12481.95,950.05,7.07,2024,1,2024-01
9379,43,5,4,94676.0,2024-08-28,4752.24,5.5315,105148.06,-10472.06,-11.06,2024,8,2024-08
9391,33,131,3,2891.0,2023-09-29,196.2,5.0076,2947.47,-56.47,-1.95,2023,9,2023-09
9392,31,104,7,24691.45,2024-12-22,742.54,6.078,31592.11,-6900.66,-27.95,2024,12,2024-12
9393,28,150,4,6583.0,2024-11-16,288.9,5.7885,6689.19,-106.19,-1.61,2024,11,2024-11
9401,24,101,10,4402.3,2024-07-23,82.96,5.5807,4629.75,-227.45,-5.17,2024,7,2024-07
9403,1,24,5,110352.95,2023-12-17,4129.65,4.9397,101996.16,8356.79,7.57,2023,12,2023-12
9408,22,119,12,39070.0,2024-11-13,669.88,5.7713,46392.94,-7322.94,-18.74,2024,11,2024-11
9428,18,19,5,82162.0,2024-02-01,3358.13,4.935,82861.86,-699.86,-0.85,2024,2,2024-02
9442,12,91,1,128141.7,2023-12-19,27671.77,4.8663,134659.13,-6517.43,-5.09,2023,12,2023-12
9456,20,30,1,32248.0,2024-07-16,6558.44,5.4274,35595.28,-3347.28,-10.38,2024,7,2024-07
9520,26,107,13,18690.3,2024-07-08,311.59,5.472,22165.27,-3474.97,-18.59,2024,7,2024-07
9559,29,137,2,6432.45,2023-05-25,619.79,4.999,6196.66,235.79,3.67,2023,5,2023-05
9569,11,114,4,3037.15,2024-04-11,152.46,5.0765,3095.85,-58.7,-1.93,2024,4,2024-04
9570,42,11,14,507247.0,2023-06-07,7246.24,4.9119,498299.29,8947.71,1.76,2023,6,2023-06
9612,22,46,12,56814.75,2024-04-01,1000.64,5.0532,60677.21,-3862.46,-6.8,2024,4,2024-04
9614,23,135,2,3289.0,2024-10-11,328.1,5.6263,3691.98,-402.98,-12.25,2024,10,2024-10
9615,29,59,15,1242117.4,2023-09-06,16694.98,4.9762,1246163.39,-4045.99,-0.33,2023,9,2023-09
9629,24,47,10,58168.5,2023-04-26,1496.29,5.0585,75689.83,-17521.33,-30.12,2023,4,2023-04
9635,7,67,10,814995.5,2023-05-18,16720.73,4.9647,830134.08,-15138.58,-1.86,2023,5,2023-05
9655,1,72,10,946813.7,2023-03-18,30675.48,5.2679,1615953.61,-669139.91,-70.67,2023,3,2023-03
9680,19,79,15,992203.0,2023-12-20,11724.63,4.8766,857644.96,134558.04,13.56,2023,12,2023-12
9684,16,67,14,1201047.0,2023-03-08,16720.73,5.1387,1202919.41,-1872.41,-0.16,2023,3,2023-03
9697,46,16,7,199539.9,2024-07-13,5491.48,5.4529,209611.44,-10071.54,-5.05,2024,7,2024-07
9707,19,34,14,65402.75,2023-11-09,1022.84,4.9007,70176.85,-4774.1,-7.3,2023,11,2023-11
9763,9,26,8,138265.0,2023-12-29,3412.88,4.8413,132182.21,6082.79,4.4,2023,12,2023-12
9774,17,67,13,1059495.1,2023-04-30,16720.73,5.0007,1086999.61,-27504.51,-2.6,2023,4,2023-04
9793,3,67,5,407497.75,2024-08-28,16720.73,5.5315,462453.59,-54955.84,-13.49,2024,8,2024-08
9808,13,118,2,8198.5,2024-05-22,893.4,5.1502,9202.38,-1003.88,-12.24,2024,5,2024-05
9815,4,141,6,27256.45,2024-08-07,972.86,5.6093,32742.38,-5485.93,-20.13,2024,8,2024-08
9816,43,82,12,588627.6,2023-02-04,9770.29,5.103,598293.48,-9665.88,-1.64,2023,2,2023-02
9823,7,16,6,171034.2,2023-06-27,5615.94,4.7903,161412.22,9621.98,5.63,2023,6,2023-06
9837,37,57,15,1781859.0,2024-08-14,23810.02,5.4502,1946540.57,-164681.57,-9.24,2024,8,2024-08
9839,24,130,12,49729.0,2023-01-13,749.89,5.1146,46024.65,3704.35,7.45,2023,1,2023-01
9843,7,40,15,212761.0,2023-04-29,2757.45,5.0007,206837.7,5923.3,2.78,2023,4,2023-04
9864,49,71,10,1236653.95,2024-02-11,27484.92,4.9717,1366467.77,-129813.82,-10.5,2024,2,2024-02
9896,6,145,8,34799.0,2024-03-18,875.03,5.0124,35088.0,-289.0,-0.83,2024,3,2024-03
9897,9,11,5,172102.0,2024-04-27,7246.24,5.1184,185445.77,-13343.77,-7.75,2024,4,2024-04
9905,45,5,15,355035.0,2024-06-17,4752.24,5.413,385858.13,-30823.13,-8.68,2024,6,2024-06
9908,32,32,13,162532.0,2023-06-29,2560.62,4.8584,161726.71,805.29,0.5,2023,6,2023-06
9927,8,94,6,232279.75,2023-12-14,8022.13,4.8912,235427.05,-3147.3,-1.35,2023,12,2023-12
9934,14,47,14,81434.95,2024-02-13,1496.29,4.9717,104147.47,-22712.52,-27.89,2024,2,2024-02
9936,8,16,15,427585.5,2024-01-27,6212.42,4.9125,457777.7,-30192.2,-7.06,2024,1,2024-01
9948,44,73,1,136002.0,2024-09-27,26171.36,5.4431,142453.33,-6451.33,-4.74,2024,9,2024-09
9964,31,44,13,140489.0,2024-07-28,2159.34,5.6465,158505.27,-18016.27,-12.82,2024,7,2024-07
9978,2,33,5,33579.0,2023-08-30,1268.8,4.8653,30865.46,2713.54,8.08,2023,8,2023-08
20,39,56,12,490071.75,2024-11-27,8087.59,5.8291,565720.45,-75648.7,-15.44,2024,11,2024-11
29,26,109,7,4359.0,2024-03-24,169.23,4.9897,5910.85,-1551.85,-35.6,2024,3,2024-03
44,39,81,8,928328.6,2024-12-03,23685.5,6.0707,1150300.52,-221971.92,-23.91,2024,12,2024-12
53,2,25,12,145518.0,2024-03-10,2478.48,4.9751,147968.23,-2450.23,-1.68,2024,3,2024-03
54,27,144,4,8857.0,2024-09-30,402.54,5.4481,8772.31,84.69,0.96,2024,9,2024-09
61,28,56,8,326714.5,2024-09-05,8087.59,5.6049,362641.07,-35926.57,-11.0,2024,9,2024-09
68,43,139,9,12824.0,2024-01-16,246.89,4.9038,10896.29,1927.71,15.03,2024,1,2024-01
71,43,70,5,163188.15,2023-09-09,6655.06,4.9835,165827.46,-2639.31,-1.62,2023,9,2023-09
84,25,35,1,10455.7,2023-05-01,2106.85,5.0007,10535.72,-80.02,-0.77,2023,5,2023-05
99,49,81,9,1099336.0,2024-01-06,23345.09,4.8899,1027396.4,71939.6,6.54,2024,1,2024-01
106,48,143,8,35491.0,2023-03-29,845.69,5.1493,34837.69,653.31,1.84,2023,3,2023-03
114,12,75,5,163842.0,2023-05-03,6193.58,5.0227,155542.47,8299.53,5.07,2023,5,2023-05
132,3,5,12,284028.0,2024-10-15,4327.37,5.6378,292762.16,-8734.16,-3.08,2024,10,2024-10
152,27,82,8,413072.0,2023-06-06,9770.29,4.9292,385277.71,27794.29,6.73,2023,6,2023-06
159,24,66,15,188574.0,2024-07-03,2360.29,5.5863,197779.32,-9205.32,-4.88,2024,7,2024-07
164,23,9,5,198528.0,2023-09-14,7933.96,4.8751,193394.24,5133.76,2.59,2023,9,2023-09
173,13,131,1,964.0,2023-07-25,196.2,4.7496,931.87,32.13,3.33,2023,7,2023-07
175,19,88,6,275518.05,2023-01-28,8866.48,5.0767,270074.75,5443.3,1.98,2023,1,2023-01
212,5,9,4,150880.9,2023-02-23,7933.96,5.133,162900.07,-12019.17,-7.97,2023,2,2023-02
220,29,23,14,148675.95,2024-08-29,2244.66,5.6358,177106.37,-28430.42,-19.12,2024,8,2024-08
228,6,78,6,730569.0,2024-01-24,25349.04,4.9192,748181.99,-17612.99,-2.41,2024,1,2024-01
255,10,74,9,740075.65,2023-09-21,17160.36,4.9229,760308.63,-20232.98,-2.73,2023,9,2023-09
260,3,59,1,87166.0,2024-01-03,17882.07,4.9212,88001.24,-835.24,-0.96,2024,1,2024-01
271,49,105,15,4643.0,2023-08-20,62.64,4.9724,4672.07,-29.07,-0.63,2023,8,2023-08
337,35,137,13,44011.0,2024-06-15,673.98,5.363,46989.21,-2978.21,-6.77,2024,6,2024-06
385,25,3,13,111448.3,2023-03-14,1753.77,5.2362,119380.18,-7931.88,-7.12,2023,3,2023-03
387,5,115,12,9967.0,2023-02-21,160.69,5.2012,10029.37,-62.37,-0.63,2023,2,2023-02
390,30,9,9,357350.0,2024-06-01,7544.56,5.2416,355910.09,1439.91,0.4,2024,6,2024-06
404,46,5,7,157398.85,2023-07-19,4920.79,4.8,165338.54,-7939.69,-5.04,2023,7,2023-07
423,31,24,8,185857.0,2023-06-06,4129.65,4.9292,162846.97,23010.03,12.38,2023,6,2023-06
429,7,108,10,33456.0,2024-01-24,688.83,4.9192,33884.93,-428.93,-1.28,2024,1,2024-01
453,22,96,9,603808.6,2024-07-23,14776.4,5.5807,742163.9,-138355.3,-22.91,2024,7,2024-07
461,10,23,4,42479.25,2024-10-29,2244.66,5.714,51303.95,-8824.7,-20.77,2024,10,2024-10
466,45,9,15,595582.0,2023-05-01,7933.96,5.0007,595130.31,451.69,0.08,2023,5,2023-05
494,32,46,2,9968.0,2024-02-19,1000.64,4.9585,9923.35,44.65,0.45,2024,2,2024-02
524,8,56,7,285874.95,2024-02-15,8087.59,4.971,281423.87,4451.08,1.56,2024,2,2024-02
527,48,53,1,53675.0,2024-02-13,11332.93,4.9717,56343.93,-2668.93,-4.97,2024,2,2024-02
533,25,4,15,48191.6,2023-08-15,654.31,4.9812,48888.73,-697.13,-1.45,2023,8,2023-08
551,23,27,1,16511.0,2024-06-06,3051.23,5.2681,16074.18,436.82,2.65,2024,6,2024-06
559,9,100,5,496850.95,2024-03-18,19807.28,5.0124,496410.05,440.9,0.09,2024,3,2024-03
601,11,56,11,449232.2,2023-12-23,8087.59,4.8619,432531.59,16700.61,3.72,2023,12,2023-12
669,25,110,4,9982.0,2023-02-25,476.03,5.1791,9861.63,120.37,1.21,2023,2,2023-02
671,2,66,5,59715.1,2024-07-30,2297.7,5.6532,64946.79,-5231.69,-8.76,2024,7,2024-07
674,14,108,15,47673.85,2024-05-30,688.83,5.1972,53699.81,-6025.96,-12.64,2024,5,2024-05
695,17,71,5,650870.0,2023-06-12,25647.03,4.8832,626197.88,24672.12,3.79,2023,6,2023-06
701,47,120,2,5936.55,2023-04-29,586.85,5.0007,5869.32,67.23,1.13,2023,4,2023-04
713,23,117,9,36927.0,2023-01-18,823.4,5.0909,37726.62,-799.62,-2.17,2023,1,2023-01
720,45,133,8,14384.9,2023-08-31,348.47,4.9219,13721.08,663.82,4.61,2023,8,2023-08
743,47,20,8,234334.6,2024-08-24,5689.04,5.5263,251514.73,-17180.13,-7.33,2024,8,2024-08
754,9,24,13,286917.1,2024-08-23,4113.86,5.5263,295547.52,-8630.42,-3.01,2024,8,2024-08
813,19,122,10,12563.75,2023-12-08,271.3,4.9158,13336.57,-772.82,-6.15,2023,12,2023-12
817,20,56,2,85978.0,2023-03-26,8087.59,5.2921,85600.67,377.33,0.44,2023,3,2023-03
819,18,51,11,670461.55,2024-04-05,12243.38,5.052,680389.11,-9927.56,-1.48,2024,4,2024-04
845,24,17,4,56155.0,2024-03-20,2833.14,5.012,56798.79,-643.79,-1.15,2024,3,2024-03
856,24,140,11,34480.0,2023-12-14,586.81,4.8912,31572.26,2907.74,8.43,2023,12,2023-12
863,2,94,8,309706.65,2024-03-10,8022.13,4.9751,319287.19,-9580.54,-3.09,2024,3,2024-03
874,42,59,10,871661.0,2023-12-01,17882.07,4.9191,879636.91,-7975.91,-0.92,2023,12,2023-12
875,13,92,12,1012936.55,2024-11-04,16239.74,5.7898,1128298.16,-115361.61,-11.39,2024,11,2024-11
908,42,98,13,1031695.0,2024-09-13,15850.04,5.5717,1148051.68,-116356.68,-11.28,2024,9,2024-09
916,42,112,15,31078.3,2023-01-20,398.23,5.1986,31053.58,24.72,0.08,2023,1,2023-01
937,39,2,10,132982.9,2023-08-17,2829.74,4.9816,140966.33,-7983.43,-6.0,2023,8,2023-08
939,47,34,1,4918.0,2024-09-28,951.66,5.4431,5179.98,-261.98,-5.33,2024,9,2024-09
942,28,147,10,30301.0,2024-08-23,592.19,5.5263,32726.2,-2425.2,-8.0,2024,8,2024-08
985,34,85,7,256548.45,2023-08-28,7499.89,4.8938,256920.73,-372.28,-0.15,2023,8,2023-08
990,15,134,11,49299.3,2023-08-30,899.33,4.8653,48130.61,1168.69,2.37,2023,8,2023-08
992,40,46,12,59805.0,2023-04-29,959.01,5.0007,57548.66,2256.34,3.77,2023,4,2023-04
1006,42,31,3,24849.0,2024-01-07,1686.13,4.8899,24735.02,113.98,0.46,2024,1,2024-01
1009,38,129,10,31028.9,2024-03-22,661.98,4.9897,33030.82,-2001.92,-6.45,2024,3,2024-03
1028,39,146,5,2356.0,2024-10-06,87.83,5.4686,2401.54,-45.54,-1.93,2024,10,2024-10
1038,46,20,5,146458.65,2024-07-01,5689.04,5.5893,158988.76,-12530.11,-8.56,2024,7,2024-07
1047,38,76,1,140788.1,2023-08-15,27945.06,4.9812,139199.93,1588.17,1.13,2023,8,2023-08
1063,15,60,5,516567.25,2024-04-25,22370.78,5.1679,578049.77,-61482.52,-11.9,2024,4,2024-04
1067,38,136,12,22497.9,2023-01-09,533.84,5.2967,33931.08,-11433.18,-50.82,2023,1,2023-01
1107,5,46,8,39870.0,2023-09-12,1000.64,4.9505,39629.35,240.65,0.6,2023,9,2023-09
1126,3,93,10,1004770.0,2023-08-07,19409.47,4.901,951258.12,53511.88,5.33,2023,8,2023-08
1134,5,72,14,1395305.0,2023-04-28,30675.48,5.0007,2147584.22,-752279.22,-53.92,2023,4,2023-04
1141,17,61,8,212941.55,2023-01-30,5396.92,5.0959,220017.32,-7075.77,-3.32,2023,1,2023-01
1149,21,60,5,516567.25,2024-08-25,22370.78,5.5263,618138.21,-101570.96,-19.66,2024,8,2024-08
1151,34,149,3,3491.0,2024-03-20,225.94,5.012,3397.23,93.77,2.69,2024,3,2024-03
1206,45,82,2,98104.6,2023-10-16,9770.29,5.0618,98910.51,-805.91,-0.82,2023,10,2023-10
1226,49,13,5,38736.0,2023-05-24,1356.5,4.9474,33555.74,5180.26,13.37,2023,5,2023-05
1249,30,138,1,3973.85,2024-07-07,836.88,5.497,4600.33,-626.48,-15.77,2024,7,2024-07
1275,21,81,10,1221485.0,2023-06-30,23345.09,4.8192,1125046.58,96438.42,7.9,2023,6,2023-06
1284,35,16,5,150030.0,2024-06-28,5491.48,5.5589,152632.94,-2602.94,-1.73,2024,6,2024-06
1343,29,124,12,45239.0,2023-06-30,725.63,4.8192,41963.47,3275.53,7.24,2023,6,2023-06
1358,16,122,12,15870.0,2023-09-28,271.3,5.0475,16432.64,-562.64,-3.55,2023,9,2023-09
1411,15,63,8,1063677.95,2023-10-21,27618.14,5.0528,1116391.5,-52713.55,-4.96,2023,10,2023-10
1421,12,40,13,175173.35,2024-12-30,2867.26,6.1923,230814.14,-55640.79,-31.76,2024,12,2024-12
1433,47,50,9,96409.8,2024-07-11,2378.45,5.41,115806.73,-19396.93,-20.12,2024,7,2024-07
1436,36,58,15,1632369.0,2023-12-25,20157.55,4.8619,1470059.89,162309.11,9.94,2023,12,2023-12
1437,35,47,12,69802.2,2024-05-08,1496.29,5.0887,91370.05,-21567.85,-30.9,2024,5,2024-05
1439,8,109,6,3549.2,2023-10-16,169.23,5.0618,5139.65,-1590.45,-44.81,2023,10,2023-10
1446,10,22,15,562203.35,2024-07-02,7630.67,5.6677,648725.23,-86521.88,-15.39,2024,7,2024-07
1472,32,6,2,23640.0,2023-02-07,2104.66,5.1695,21760.08,1879.92,7.95,2023,2,2023-02
1531,48,11,11,398551.0,2023-04-26,6839.44,5.0585,380570.38,17980.62,4.51,2023,4,2023-04
1546,5,10,6,182588.1,2024-07-16,6547.91,5.4274,213228.76,-30640.66,-16.78,2024,7,2024-07
1565,40,120,2,5936.55,2023-01-22,586.85,5.1986,6101.6,-165.05,-2.78,2023,1,2023-01
1585,15,42,15,85398.35,2023-03-03,1263.57,5.2037,98628.59,-13230.24,-15.49,2023,3,2023-03
1630,41,117,9,36927.0,2023-04-28,823.4,5.0007,37058.19,-131.19,-0.36,2023,4,2023-04
1639,10,103,14,23796.55,2023-05-21,341.7,4.9858,23851.07,-54.52,-0.23,2023,5,2023-05
1651,47,67,12,1029469.0,2023-03-19,16720.73,5.2679,1056997.6,-27528.6,-2.67,2023,3,2023-03
1695,34,129,15,46543.35,2024-04-15,661.98,5.1746,51382.23,-4838.88,-10.4,2024,4,2024-04
1698,26,9,14,528083.15,2023-11-03,7933.96,4.891,543269.98,-15186.83,-2.88,2023,11,2023-11
1712,1,68,4,267588.0,2024-04-16,13317.89,5.2635,280394.86,-12806.86,-4.79,2024,4,2024-04
1730,30,93,8,803816.0,2023-11-17,19409.47,4.8849,758506.56,45309.44,5.64,2023,11,2023-11
1791,47,103,9,15297.85,2024-11-23,326.91,5.8124,17101.19,-1803.34,-11.79,2024,11,2024-11
1804,13,66,15,188574.0,2024-05-05,2360.29,5.0668,179386.76,9187.24,4.87,2024,5,2024-05
1824,37,72,1,99665.0,2024-04-03,30675.48,5.0724,155598.3,-55933.3,-56.12,2024,4,2024-04
1844,22,143,5,22182.0,2023-06-14,896.83,4.8462,21731.09,450.91,2.03,2023,6,2023-06
1862,43,146,5,2480.0,2024-04-23,99.02,5.1626,2556.0,-76.0,-3.06,2024,4,2024-04
1865,15,148,6,27277.35,2024-01-19,979.78,4.9223,28936.63,-1659.28,-6.08,2024,1,2024-01
1869,39,7,1,18543.05,2024-05-05,3678.62,5.0668,18638.83,-95.78,-0.52,2024,5,2024-05
1913,22,133,13,23374.75,2023-08-23,348.47,4.8977,22187.12,1187.63,5.08,2023,8,2023-08
1995,6,140,1,3135.0,2024-01-30,586.81,4.9638,2912.81,222.19,7.09,2024,1,2024-01
2001,47,70,8,274843.0,2023-09-19,6655.06,4.8575,258615.63,16227.37,5.9,2023,9,2023-09
2005,7,122,5,6612.0,2023-03-03,255.46,5.2037,6646.69,-34.69,-0.52,2023,3,2023-03
2011,33,47,1,6123.0,2024-08-10,1116.66,5.5115,6154.47,-31.47,-0.51,2024,8,2024-08
2014,4,135,1,1645.0,2024-11-01,328.1,5.8073,1905.38,-260.38,-15.83,2024,11,2024-11
2029,35,69,7,316855.0,2023-05-21,9219.51,4.9858,321766.43,-4911.43,-1.55,2023,5,2023-05
2031,45,22,5,187400.8,2024-12-07,7630.67,6.0293,230037.99,-42637.19,-22.75,2024,12,2024-12
2033,9,64,4,423720.9,2024-08-24,21352.22,5.5263,471995.09,-48274.19,-11.39,2024,8,2024-08
2056,39,16,10,285057.0,2023-05-31,5615.94,5.0959,286182.69,-1125.69,-0.39,2023,5,2023-05
2067,49,58,1,108825.0,2023-03-14,20157.55,5.2362,105548.96,3276.04,3.01,2023,3,2023-03
2132,47,18,8,212580.0,2023-02-24,4834.43,5.1791,200303.97,12276.03,5.77,2023,2,2023-02
2139,33,71,13,1692263.0,2024-11-29,23100.17,6.0535,1817879.43,-125616.43,-7.42,2024,11,2024-11
2165,10,149,15,16581.3,2023-12-10,225.94,4.9158,16660.14,-78.84,-0.48,2023,12,2023-12
2175,15,90,12,949168.0,2023-01-20,14083.78,5.1986,878591.26,70576.74,7.44,2023,1,2023-01
2199,10,130,13,53873.0,2024-05-10,826.87,5.1464,55320.25,-1447.25,-2.69,2024,5,2024-05
2221,35,32,15,178160.15,2023-08-27,2560.62,4.8772,187329.84,-9169.69,-5.15,2023,8,2023-08
2243,44,112,6,12431.7,2023-11-26,435.58,4.8927,12786.97,-355.27,-2.86,2023,11,2023-11
2247,10,46,9,42611.3,2023-10-16,1000.64,5.0618,45585.36,-2974.06,-6.98,2023,10,2023-10
2253,41,132,13,19303.05,2024-10-26,314.46,5.6969,23288.81,-3985.76,-20.65,2024,10,2024-10
2308,9,71,2,260348.0,2023-04-13,25647.03,4.9097,251838.45,8509.55,3.27,2023,4,2023-04
2322,29,147,6,18180.0,2023-01-31,592.19,5.0993,18118.53,61.47,0.34,2023,1,2023-01
2340,13,109,11,6507.5,2023-09-20,169.23,4.8487,9026.0,-2518.5,-38.7,2023,9,2023-09
2346,2,30,11,354727.0,2023-08-07,5636.75,4.901,303882.83,50844.17,14.33,2023,8,2023-08
2391,1,142,4,3306.0,2023-03-19,160.09,5.2679,3373.35,-67.35,-2.04,2023,3,2023-03
2415,39,119,3,9767.0,2024-03-17,669.88,4.9937,10035.54,-268.54,-2.75,2024,3,2024-03
